amount,account_age_days,transactions_24h,failed_transactions_24h,device_changes_30d,location_mismatch,international_transaction,previous_chargebacks,is_risky
61.33,643,5,1,1,0,0,0,0
635.26,23,6,0,0,0,0,0,0
54.47,1681,5,3,1,0,0,0,1
55.52,1351,5,2,1,0,0,0,0
15.77,1178,7,1,0,0,0,1,1
171.73,619,1,0,0,0,0,0,0
172.98,1170,4,1,0,1,0,0,1
146.8,252,4,1,1,0,0,0,0
35.54,302,7,0,0,0,0,0,0
32.89,1094,6,3,1,0,0,1,1
18.3,1567,3,2,1,0,0,0,0
72.52,1117,4,1,0,0,0,0,0
22.64,1673,9,0,1,0,0,0,0
20.54,1910,2,0,0,0,0,0,0
43.65,163,3,0,0,0,0,0,0
40.89,1105,9,2,0,0,0,0,0
38.94,1852,7,0,0,0,0,0,0
106.32,1612,3,0,0,0,0,0,0
72.17,1087,4,1,1,0,0,0,0
49.99,612,3,2,1,0,0,0,0
80.08,1460,5,0,1,0,0,0,0
24.74,1072,5,0,0,0,0,0,0
74.09,445,4,1,0,0,0,0,0
77.53,1944,1,1,0,0,0,0,1
14.83,74,5,0,1,0,0,0,0
180.49,826,1,2,1,0,0,0,0
27.62,1728,6,0,0,0,0,0,0
72.99,542,4,2,1,0,0,0,0
213.67,157,3,1,0,0,1,0,0
168.29,1511,4,0,1,0,1,0,0
69.02,1290,1,1,0,0,0,0,0
46.41,256,6,0,1,0,0,0,0
172.0,1063,2,1,0,0,0,1,0
130.93,1079,5,0,0,1,1,0,1
35.93,1052,5,1,0,0,1,0,0
30.12,1938,0,1,0,0,0,0,0
8.4,937,5,1,0,0,0,0,0
77.79,118,8,1,1,0,0,0,0
61.39,370,3,1,1,0,0,0,0
207.72,209,5,1,0,0,0,0,0
95.49,587,3,0,0,0,0,0,0
253.21,1601,1,2,2,0,0,0,1
33.2,849,3,2,0,1,1,1,1
208.13,1892,4,1,0,0,0,0,0
39.29,1636,3,0,2,0,0,0,0
145.13,1582,2,1,0,0,0,1,0
15.51,316,1,2,0,0,0,1,0
84.36,1417,3,0,0,0,0,0,0
9.16,1965,4,1,1,0,0,0,0
51.05,444,4,0,1,1,0,0,0
103.58,1692,4,0,0,0,1,0,0
39.61,1776,4,0,0,0,1,0,0
23.33,1889,3,0,0,0,0,0,0
155.42,1283,6,1,0,0,0,1,1
60.13,1971,3,1,1,0,0,0,0
40.87,1672,5,1,0,0,0,0,0
69.54,1906,3,2,1,0,0,0,0
931.38,1222,5,0,0,0,0,0,0
211.35,1723,6,0,0,0,1,0,0
213.27,628,5,0,0,0,1,0,0
103.08,445,3,0,0,1,1,0,0
78.77,570,2,2,0,0,0,0,0
6.07,582,0,1,2,0,0,0,0
33.82,605,2,0,0,0,0,0,0
41.24,741,1,0,0,0,0,0,1
10.23,908,7,0,0,0,0,1,0
20.96,649,3,1,0,0,1,0,0
9.2,1641,7,2,1,0,0,1,1
64.18,305,5,0,0,0,1,1,1
151.22,339,3,1,1,0,1,0,0
201.7,529,9,1,0,0,0,0,0
100.97,54,7,0,0,0,0,0,0
25.45,1136,4,0,0,0,0,1,0
9.66,684,6,1,2,0,1,0,1
11.51,1952,3,0,0,0,0,0,0
18.75,419,5,2,1,0,0,1,0
27.42,1998,8,1,0,0,0,0,0
56.84,305,4,1,0,0,0,0,0
24.19,1462,3,0,0,0,0,0,0
93.59,1680,2,3,0,0,1,0,0
52.86,85,9,1,1,1,0,0,0
67.39,1548,3,3,0,0,0,1,0
208.56,252,1,0,2,0,1,0,0
20.49,1752,7,0,2,0,0,0,0
101.36,126,7,0,1,0,0,0,0
65.76,610,6,1,1,0,0,0,0
47.78,1928,5,1,0,0,0,0,0
161.62,1429,4,0,0,0,0,0,0
160.62,304,4,0,0,0,0,0,0
25.88,1928,2,2,0,0,1,0,0
55.58,1052,1,0,2,0,0,0,0
88.34,848,4,1,1,0,0,0,0
50.75,1290,5,1,0,0,0,2,1
119.7,1076,1,1,0,0,0,0,0
88.34,655,4,0,0,0,0,0,0
416.78,644,5,0,0,0,0,0,0
14.44,858,4,0,1,0,0,0,0
59.0,511,1,1,0,0,0,0,0
26.88,207,2,0,0,0,0,0,0
122.01,574,5,2,0,0,1,0,0
13.23,875,1,0,0,0,0,0,0
94.28,511,3,0,0,0,0,0,0
35.51,1668,5,1,0,0,1,0,0
32.0,1577,3,0,0,0,0,0,0
15.7,201,2,2,1,0,1,0,0
41.88,1635,5,0,0,0,0,1,1
197.26,823,1,0,0,0,0,0,0
65.03,1308,5,1,0,0,0,0,0
124.92,1381,3,1,0,0,0,0,0
352.36,1071,5,1,0,0,0,0,0
86.81,1020,4,1,2,0,0,0,0
38.14,137,1,1,0,0,0,0,0
106.4,130,3,0,0,0,0,0,0
38.69,1219,8,0,0,0,0,1,0
40.27,1018,8,1,0,0,1,0,0
14.59,1653,5,1,0,0,0,0,0
168.39,1388,1,0,0,0,0,0,0
45.33,432,6,1,0,0,0,0,0
80.01,1093,2,1,0,0,0,0,0
23.67,1482,2,1,0,0,1,0,0
103.13,540,7,1,0,0,0,0,0
31.13,335,3,0,2,0,1,0,0
57.88,526,3,0,1,0,0,0,0
160.42,558,3,0,0,0,0,0,0
147.05,909,4,2,3,0,0,0,0
65.23,1040,5,2,0,0,0,1,1
11.38,1960,3,4,0,0,0,0,0
1329.84,1480,2,2,1,0,0,0,0
382.17,510,4,0,1,0,0,0,0
137.37,209,6,0,1,0,0,0,0
31.4,1182,4,0,1,0,0,0,0
59.53,1361,4,2,1,0,0,0,1
38.73,1763,5,1,0,0,0,0,0
236.01,1985,5,3,0,0,0,0,0
86.7,1265,4,2,0,0,1,0,0
30.44,58,4,1,4,0,0,0,0
41.65,816,6,2,1,1,0,0,0
204.63,1329,2,1,0,0,0,0,0
330.33,1369,2,0,0,0,0,0,0
307.46,1666,7,0,0,0,0,0,0
142.17,1753,1,0,2,1,1,1,1
51.8,1038,7,0,0,0,0,0,0
2.61,1383,5,1,0,0,0,1,0
89.76,377,3,1,0,0,0,0,0
66.56,243,4,3,0,0,0,0,0
76.71,993,3,0,0,0,0,0,0
70.38,1169,3,1,1,0,0,0,0
17.7,891,6,0,0,0,0,0,0
116.44,415,2,0,2,0,0,0,0
125.49,394,5,1,0,0,0,0,0
131.94,1862,3,1,0,0,0,0,0
171.84,1639,6,0,1,0,0,1,0
122.0,729,2,1,1,0,1,0,0
44.26,358,1,0,0,0,0,0,0
62.13,1957,6,0,0,0,1,0,0
73.05,1600,5,0,0,0,1,0,0
74.27,1182,5,2,0,0,0,0,0
180.95,674,8,0,1,0,0,0,0
126.93,18,2,0,0,0,1,0,0
532.37,728,7,2,0,1,0,0,0
605.75,1855,2,0,0,0,0,0,0
72.22,561,5,1,0,0,0,0,0
1.44,1592,5,0,2,0,0,0,0
229.71,1371,4,0,0,0,0,0,0
38.85,1082,4,0,0,1,0,0,0
29.92,155,6,0,0,0,0,0,0
44.77,1591,1,2,1,0,0,0,0
42.66,1511,4,0,1,0,1,0,0
123.01,1877,4,0,1,0,0,0,0
14.02,1555,2,1,1,0,1,1,0
22.7,487,2,1,1,0,0,0,0
93.99,151,8,1,0,0,0,0,0
124.33,1383,5,1,0,0,0,0,0
126.66,368,5,0,0,0,1,0,0
30.36,1644,4,0,0,0,0,0,0
25.07,1071,7,0,1,0,0,0,0
40.18,207,9,0,0,0,1,0,0
84.76,1899,1,1,1,0,0,0,1
294.56,450,1,0,0,0,1,0,1
8.61,1507,2,1,1,0,0,0,1
53.48,1971,1,3,0,0,0,1,0
17.59,1876,2,1,0,1,0,1,1
12.78,924,2,0,0,0,1,0,0
175.38,1664,1,1,0,1,0,0,0
114.96,697,5,0,1,1,0,0,0
104.53,570,2,0,0,1,1,0,0
167.51,143,6,0,2,0,0,0,0
41.28,1424,8,1,1,0,0,0,0
43.27,1121,5,1,0,0,1,0,0
593.32,1071,6,1,0,0,0,0,0
52.11,191,4,1,0,0,0,0,1
139.09,140,4,0,0,0,0,0,0
67.11,615,4,0,1,0,0,0,0
10.5,1255,5,1,0,0,0,0,0
8.63,1963,7,1,0,0,0,0,0
37.38,1364,3,1,0,0,0,0,0
191.73,925,6,0,0,0,0,0,0
146.69,1515,4,0,1,0,0,0,0
166.35,1073,5,0,0,0,0,0,0
24.85,1923,5,0,1,0,0,0,0
335.58,624,2,1,2,0,0,0,0
25.41,1477,0,0,0,0,0,0,0
82.5,1340,6,1,2,0,0,0,0
66.0,1346,6,1,2,0,1,0,0
56.04,87,5,1,2,0,0,0,0
254.32,1918,3,0,0,0,0,0,0
32.95,1498,5,0,1,0,1,0,0
17.29,282,5,1,1,0,1,0,0
68.03,1863,1,0,0,0,0,0,0
44.71,764,1,0,0,0,0,0,0
1953.51,1098,5,0,1,0,0,0,0
131.17,453,5,0,0,0,0,0,0
44.29,47,5,1,0,0,0,0,0
23.19,1612,3,2,1,0,0,0,0
10.17,1120,6,3,1,0,0,0,0
23.92,938,3,2,1,0,0,0,0
74.81,31,5,3,2,1,0,0,1
277.92,534,3,2,2,0,0,0,0
204.73,17,6,0,0,1,0,0,0
83.86,1236,3,2,0,0,0,0,1
48.27,1684,8,2,2,1,0,0,1
87.25,1259,3,0,0,0,0,0,0
39.7,392,3,1,0,0,0,0,0
371.8,1007,4,1,3,0,0,0,0
55.19,354,7,0,1,0,0,0,0
61.17,305,4,1,3,1,0,0,0
7.27,1623,5,0,2,0,0,0,0
54.85,1574,2,0,0,0,0,0,0
153.93,1589,3,2,2,0,0,1,1
22.93,1564,7,0,1,0,0,0,0
31.48,1613,4,0,0,0,0,1,0
147.34,1949,5,0,0,1,1,0,0
15.23,509,2,2,1,0,0,0,0
192.06,712,7,1,1,0,0,0,0
39.17,1419,5,2,1,0,0,0,1
45.22,1455,3,1,0,0,0,0,0
21.67,685,1,1,1,0,0,0,0
97.32,786,3,0,1,0,0,1,0
780.45,1586,7,0,1,0,0,0,0
145.69,857,3,0,1,0,0,0,0
28.1,177,2,0,2,0,0,0,0
207.6,1430,4,0,1,0,1,1,0
48.59,301,8,0,0,0,0,0,0
263.61,445,3,2,0,0,0,0,0
149.41,1763,4,1,2,0,0,0,0
3.51,1151,7,0,2,1,0,0,1
24.43,1373,5,4,1,0,1,0,0
171.47,21,2,0,0,0,0,0,0
77.61,1016,4,1,1,0,0,0,0
23.96,711,3,1,1,0,0,1,0
35.39,701,5,4,0,0,0,1,0
9.91,1868,3,2,0,0,0,0,0
61.05,1444,4,1,0,0,0,1,1
608.31,152,5,0,0,0,0,0,0
149.15,1184,3,0,0,0,0,0,0
596.11,859,5,0,0,0,0,1,0
161.16,1504,3,2,2,0,0,0,0
186.32,1467,6,0,0,1,0,0,0
480.14,96,3,0,0,0,0,0,0
97.25,1376,5,1,1,0,0,0,0
55.3,1099,1,1,0,0,0,0,0
187.29,878,6,1,2,0,1,0,1
285.39,1618,2,0,0,0,0,0,0
41.27,640,2,0,0,0,1,0,0
32.41,1383,3,2,1,0,0,0,0
76.62,1157,6,0,0,0,0,0,0
153.16,400,4,2,1,0,0,0,1
148.13,1163,2,2,0,0,0,0,0
16.05,246,4,1,0,0,0,0,0
451.06,1315,8,3,0,0,0,0,0
35.12,112,3,0,0,0,0,0,0
51.16,1739,3,1,0,0,0,0,0
27.04,1194,2,1,1,0,0,0,0
990.62,1623,7,0,0,0,0,0,0
84.95,1655,4,1,1,0,1,0,0
28.47,1634,2,0,1,0,0,0,0
158.21,1264,6,1,1,0,0,0,0
143.9,1361,4,0,1,0,0,0,0
55.27,1162,7,1,2,0,0,1,0
154.56,1618,2,1,2,0,0,0,1
29.22,1260,0,0,0,0,0,0,0
40.73,1672,7,0,0,0,0,1,0
8.93,794,3,0,1,0,0,1,0
17.74,1027,6,0,1,0,0,0,0
406.52,1595,3,1,2,0,0,1,1
344.27,116,2,0,0,0,0,1,1
71.22,1496,3,0,0,0,0,0,0
351.75,1155,7,2,0,0,0,0,0
56.82,934,4,0,1,1,0,0,0
52.28,1922,10,0,0,0,0,1,1
70.56,1507,8,0,1,0,0,1,1
58.86,1425,2,0,0,0,0,1,0
53.77,1225,6,1,1,0,0,0,0
209.22,292,5,0,2,0,0,0,0
77.49,342,6,0,1,0,1,0,0
135.98,1015,4,1,0,0,0,0,0
187.05,1634,3,0,0,0,0,0,1
98.32,1240,4,0,0,0,0,0,0
25.27,1660,3,0,0,0,0,1,0
17.24,585,1,0,0,0,1,0,0
77.38,1390,3,0,3,0,1,0,1
56.19,1914,5,0,1,0,0,0,0
72.78,1666,6,2,1,0,0,1,0
65.62,1493,5,0,0,0,0,0,0
883.22,1442,2,0,0,0,0,0,1
17.63,27,5,0,1,1,0,0,1
9.12,1701,4,4,0,0,0,1,0
92.98,455,2,1,1,0,0,1,0
45.77,918,0,0,1,0,1,0,0
91.48,580,3,1,2,0,1,0,0
119.57,14,4,1,2,0,0,1,0
240.83,98,11,1,0,1,0,0,0
14.77,279,4,1,0,0,0,0,0
38.22,1964,9,0,0,0,0,0,0
102.39,490,3,0,0,0,0,0,0
144.09,985,9,1,0,0,0,0,0
597.92,961,5,0,0,0,0,0,1
173.42,1907,5,0,0,0,1,0,0
63.0,1783,4,0,1,0,0,0,0
27.37,624,1,1,1,0,0,0,0
37.93,207,1,1,1,1,1,0,1
36.87,1888,4,0,0,0,1,0,0
128.41,1870,6,0,0,1,0,0,1
86.23,1257,1,1,0,1,1,0,0
17.75,1597,4,0,1,0,0,0,0
43.12,597,6,2,0,0,0,0,0
160.38,695,6,0,0,0,1,0,0
94.79,1263,4,1,0,0,0,0,0
117.76,250,4,1,1,0,0,0,0
97.8,1607,5,1,1,0,0,0,0
339.15,740,8,0,0,0,0,0,0
84.44,1621,2,0,0,0,1,0,1
45.33,306,2,0,0,0,0,0,0
26.69,1932,0,0,1,0,0,0,0
85.59,1487,1,1,0,0,0,0,1
5.81,1807,3,0,1,0,0,0,0
55.46,1937,3,0,1,0,0,0,0
54.28,1826,3,1,0,0,0,0,0
17.04,1260,4,0,2,0,0,0,0
26.36,1315,5,0,0,0,0,0,0
149.85,1063,3,0,0,0,0,0,0
83.99,998,4,1,0,0,0,0,0
73.83,718,0,2,0,0,0,0,1
90.59,183,9,1,2,0,0,1,1
73.16,1723,11,0,2,0,0,0,0
231.1,645,5,2,0,0,0,0,0
75.45,30,10,0,1,0,0,1,1
15.51,1412,3,0,0,0,1,0,0
340.4,767,3,1,2,0,0,0,0
96.58,1167,6,0,0,0,0,0,0
36.99,615,7,0,0,0,0,0,0
19.04,1443,5,1,0,0,0,0,0
99.08,1005,4,1,1,0,0,0,0
59.31,74,2,0,0,0,0,0,0
321.87,1079,5,0,0,0,0,0,0
47.19,962,4,1,1,0,0,1,0
28.86,1772,2,1,0,0,0,0,0
163.33,1596,1,0,2,0,0,0,1
168.22,24,4,1,1,0,0,0,0
78.94,1046,4,0,0,0,0,0,0
131.15,428,3,1,0,0,0,0,0
64.22,1056,3,1,1,0,1,0,0
84.26,863,7,1,1,1,1,1,1
213.79,339,6,0,0,0,0,0,0
124.63,1971,4,1,3,0,1,0,1
56.3,1539,5,1,0,0,0,1,1
257.85,512,4,0,0,0,0,0,0
6.27,1094,4,1,0,0,1,0,0
519.09,672,5,1,0,0,0,0,0
12.11,1922,5,0,0,0,0,0,0
35.62,1112,4,3,1,0,0,1,1
64.01,877,3,1,0,0,0,0,0
57.6,571,3,0,0,0,0,0,0
182.44,764,4,0,0,0,0,0,0
23.15,1243,4,2,0,0,0,0,0
86.55,713,4,1,1,0,0,1,0
37.4,589,6,0,1,0,0,0,0
89.58,767,4,1,1,0,0,0,0
62.5,1783,3,1,2,1,0,0,1
73.18,1294,6,0,0,0,0,0,0
38.48,819,1,1,1,0,0,0,0
40.04,1675,7,0,1,0,1,0,0
88.88,78,7,1,0,0,0,0,0
171.35,1616,2,3,1,0,0,0,0
36.66,10,4,0,0,0,0,0,0
27.97,1492,5,0,1,0,1,0,0
123.16,1360,5,0,1,0,0,0,0
64.55,636,1,1,0,0,0,0,0
153.01,1210,2,0,1,0,0,0,0
26.96,1570,2,1,0,0,0,0,0
11.25,1145,3,1,0,0,1,0,0
39.13,592,2,2,2,0,0,0,0
30.99,718,4,1,1,0,1,0,0
61.63,565,4,1,0,0,1,1,0
35.27,1692,5,0,1,1,1,0,0
139.91,1298,3,2,0,0,0,0,0
49.99,410,5,3,1,0,1,0,0
77.52,358,6,2,1,0,0,0,1
78.07,1671,3,1,1,0,1,0,0
81.04,1965,3,0,3,0,0,0,0
65.1,98,1,1,0,0,0,1,1
111.12,1007,4,2,0,0,0,0,0
30.09,241,3,0,1,0,1,0,0
270.27,557,4,1,0,0,0,0,0
52.64,711,4,0,0,0,0,0,0
17.97,1827,6,1,0,0,0,0,0
80.49,1972,2,0,0,0,1,0,0
28.47,1138,4,0,0,0,0,0,0
129.71,1511,6,4,0,0,0,0,0
607.65,1813,5,2,1,0,0,0,0
30.37,1265,4,0,0,0,0,1,0
92.98,156,1,1,0,0,0,1,0
11.52,352,0,0,1,0,0,0,0
104.99,44,1,1,1,0,0,0,0
27.5,592,1,3,0,0,0,1,1
35.7,1336,5,0,1,0,0,0,0
22.17,138,4,2,0,0,0,0,1
138.68,1687,6,1,1,0,0,0,0
182.6,1968,7,3,2,1,1,1,1
68.26,436,3,2,0,0,0,0,0
28.09,754,3,1,0,0,0,0,0
326.86,143,3,0,0,0,0,0,0
31.49,1024,2,2,0,0,0,0,0
7.67,1847,3,1,1,0,0,0,0
105.47,1323,2,0,0,0,0,0,0
22.09,1586,4,0,1,0,0,0,0
179.22,262,3,0,1,0,0,0,0
45.55,512,2,0,0,0,0,0,0
121.96,673,1,1,1,0,0,0,0
270.83,62,4,0,1,0,0,0,0
19.91,1591,5,0,1,1,0,0,0
37.87,1447,6,2,0,0,0,1,1
61.83,1420,2,2,0,0,0,0,0
310.3,1908,5,0,0,0,0,0,0
34.52,31,4,0,0,0,0,0,0
36.8,1354,5,0,0,0,1,0,0
107.57,949,6,1,1,0,0,0,0
37.44,802,3,1,0,0,0,0,0
77.67,1193,3,2,1,0,0,0,0
14.13,266,6,0,1,1,1,1,1
610.53,308,3,0,2,0,0,1,1
17.33,459,3,0,1,0,0,0,0
48.34,1209,6,1,0,0,0,0,0
64.56,334,6,1,1,0,0,0,0
451.55,515,3,0,0,0,0,0,0
17.73,441,7,3,0,0,1,0,0
484.78,673,5,3,0,0,0,0,1
142.19,391,3,1,1,0,1,0,0
101.2,1796,6,1,1,0,0,1,0
24.91,935,2,1,1,0,0,0,0
118.05,560,7,0,1,0,0,0,0
32.35,254,5,0,1,0,0,0,0
236.67,1610,6,1,0,0,0,0,0
25.25,1359,7,0,0,0,1,0,0
59.55,1424,2,1,0,0,0,0,0
38.27,1190,6,2,0,0,0,0,0
24.84,1284,5,1,1,0,0,0,1
139.95,1028,3,3,0,0,0,0,0
113.92,1912,2,0,0,0,0,1,0
223.41,119,4,0,0,0,1,0,0
11.25,996,2,0,1,0,0,0,0
193.29,1947,4,1,0,0,0,0,0
816.84,470,5,1,1,1,0,0,1
42.45,1494,5,0,0,0,0,0,0
443.7,785,5,1,1,0,0,0,0
51.26,1517,4,0,1,0,0,0,0
16.9,1762,1,1,1,0,0,0,0
49.12,1888,7,1,2,0,0,0,1
190.22,1524,5,2,0,0,0,0,1
28.84,1094,3,0,1,0,0,0,0
36.59,694,3,0,0,0,0,1,0
120.73,865,2,1,1,0,0,0,0
66.89,776,0,1,1,0,0,0,0
119.66,1394,4,0,0,0,0,0,0
84.59,181,5,1,0,0,0,0,0
107.73,1029,2,0,1,0,1,0,0
43.28,1221,7,0,0,0,0,1,1
84.08,47,4,0,0,0,0,0,0
26.38,1994,6,0,1,0,0,0,1
241.88,1576,3,1,1,0,0,0,0
35.37,634,6,1,1,0,0,0,0
206.2,1671,3,0,0,0,0,0,0
52.79,1164,6,0,0,0,0,0,0
81.61,1886,6,0,0,0,0,0,0
40.65,1689,2,0,0,0,0,1,0
24.14,1564,3,2,1,0,0,0,0
11.65,1451,1,1,0,0,0,0,0
23.21,589,6,2,0,0,0,0,0
48.24,1711,4,1,0,0,1,0,0
82.42,1585,6,0,1,0,0,0,0
183.16,1878,7,1,0,1,0,0,0
42.7,310,4,1,0,0,0,0,0
27.61,274,8,1,1,0,0,0,0
15.76,1563,2,1,0,0,0,0,0
107.78,840,6,0,0,0,0,0,1
265.92,1414,2,1,1,0,0,0,0
236.59,459,3,0,1,0,0,0,0
135.63,733,2,1,2,1,0,0,1
126.29,1658,3,3,0,0,0,0,0
364.17,361,4,2,0,1,0,0,1
92.95,1018,6,0,0,0,0,0,0
127.25,1093,3,0,1,0,0,0,1
48.39,1607,4,0,0,0,0,1,1
17.08,662,7,0,2,0,0,0,0
33.65,699,4,1,2,0,0,0,0
66.08,1455,3,0,3,0,0,0,0
70.87,885,3,3,0,0,0,0,0
457.73,758,4,1,0,0,0,0,0
72.33,1732,3,2,0,0,0,0,0
216.77,1056,6,1,0,0,0,0,0
43.16,621,4,0,0,0,0,0,0
48.83,1889,4,0,0,0,0,1,0
17.65,1537,3,0,0,0,1,0,0
31.74,182,7,2,4,0,0,0,0
112.95,686,2,0,1,0,0,0,0
67.19,681,8,0,0,0,0,0,0
171.22,248,6,1,0,0,0,0,0
79.94,620,2,0,0,0,0,0,0
46.88,1906,2,3,0,0,0,1,0
571.52,1321,2,1,1,0,0,0,0
60.71,1800,4,0,0,0,0,0,0
213.36,1952,2,0,3,1,0,0,1
44.65,30,8,0,0,0,0,0,0
135.59,1326,6,2,2,1,0,0,1
168.68,1500,4,0,0,0,0,0,0
82.15,873,3,1,1,0,0,0,0
6.33,948,3,2,0,0,0,0,0
67.91,1376,4,1,3,0,0,0,1
228.25,985,3,2,1,0,0,0,0
113.01,1506,2,1,0,0,0,1,0
104.15,317,6,1,0,0,0,0,1
11.91,737,6,1,1,0,0,0,0
32.44,1421,0,0,0,0,0,0,0
100.62,1113,3,0,0,1,0,0,0
100.52,1258,6,0,2,0,0,0,0
224.68,168,2,2,0,0,0,0,0
57.69,743,3,0,0,0,0,0,0
100.07,126,4,1,2,0,0,0,0
67.79,573,5,1,0,0,0,0,0
24.85,120,3,3,0,0,0,0,0
6.99,1452,1,1,0,0,0,0,0
102.62,1009,2,1,0,0,0,0,0
79.36,1214,3,1,1,0,0,0,0
35.94,1657,8,0,3,0,0,1,1
13.21,1452,5,2,0,0,0,0,0
125.18,560,5,1,1,0,0,0,0
51.12,1226,6,0,0,0,0,0,0
116.38,1083,1,2,0,0,1,0,0
430.11,697,5,1,2,0,0,0,0
7.83,223,8,0,0,0,0,0,0
33.13,1516,4,0,0,0,0,0,0
54.09,1035,2,0,0,0,0,0,1
285.67,793,6,0,1,0,0,0,0
12.98,1725,2,0,0,0,0,0,0
462.14,1536,4,0,0,0,0,0,0
76.39,814,1,0,1,0,0,0,0
60.58,310,3,0,0,0,0,1,0
54.7,1012,4,0,0,0,0,0,0
43.11,749,4,0,1,0,1,0,1
190.21,1058,5,1,0,0,1,0,0
22.91,1019,5,2,1,0,0,0,0
94.2,1364,4,3,1,0,0,0,0
45.41,1671,5,0,2,0,0,0,0
31.12,481,6,0,0,0,0,0,0
885.34,574,6,0,0,1,0,0,0
101.4,825,4,0,2,1,1,0,0
123.13,1763,5,3,1,0,1,0,1
208.05,1117,4,0,0,0,0,0,0
16.1,628,4,1,1,0,0,0,0
384.63,1868,1,0,1,1,0,0,1
5.43,1157,5,0,1,0,0,0,0
30.91,844,3,1,0,0,0,1,0
42.14,989,6,2,1,0,0,0,0
119.31,419,6,1,0,0,0,0,0
82.99,1492,6,2,0,0,0,0,0
56.44,1829,11,0,0,0,0,0,0
65.89,1468,7,1,1,0,0,0,0
25.08,1729,2,0,1,0,0,0,0
14.92,1936,2,1,1,0,1,0,0
137.9,30,4,0,0,0,0,0,0
133.45,1993,6,0,0,0,0,0,0
325.22,298,4,0,1,1,1,0,0
30.26,1085,7,0,0,0,0,0,1
133.33,458,2,0,0,0,0,0,0
50.21,1997,4,0,1,0,0,0,0
219.31,304,6,2,0,0,0,0,0
185.3,958,3,2,1,0,0,0,0
82.37,340,5,0,1,0,0,1,0
47.49,1885,1,0,0,0,0,0,0
174.33,448,2,2,1,0,0,0,0
127.35,1977,3,1,1,0,0,1,1
33.63,1860,4,2,1,0,0,0,0
17.68,1326,5,0,0,1,1,0,1
49.97,881,7,1,0,0,0,0,0
303.51,540,2,2,0,0,1,0,0
209.87,485,5,0,0,0,0,0,0
21.93,77,6,1,0,0,0,0,0
20.74,1657,10,4,1,0,0,0,0
238.58,515,5,0,1,0,0,1,1
21.42,1573,2,1,0,0,0,0,0
110.97,944,5,0,1,0,1,0,0
36.01,659,3,0,1,0,0,0,0
335.98,92,2,2,0,1,0,0,0
30.86,1875,3,0,1,0,0,0,0
209.21,1809,6,0,1,0,1,1,1
80.23,466,4,0,1,0,0,0,0
85.82,466,7,0,1,0,0,0,0
9.3,1913,2,0,1,0,0,0,0
7.37,1623,4,0,1,0,0,0,0
53.49,1064,4,1,1,0,0,0,0
85.36,690,1,1,0,0,0,0,0
21.65,1353,6,0,0,1,1,0,0
22.45,1309,3,0,0,0,0,0,0
116.92,947,6,1,0,0,1,0,0
117.08,554,5,0,0,0,1,0,0
58.11,1821,4,0,1,0,0,0,0
145.5,1090,2,1,0,0,1,0,0
20.61,1660,8,0,1,0,0,0,0
46.71,1681,2,1,0,0,1,0,1
346.5,1656,5,3,1,1,0,0,1
71.4,109,3,1,1,0,0,1,1
75.66,1439,2,1,0,0,0,1,0
669.11,92,5,1,0,0,0,0,0
16.46,1003,2,1,0,0,1,0,0
147.88,368,4,1,1,0,0,0,0
352.13,820,3,1,2,0,0,0,0
48.19,423,4,1,1,0,0,0,0
157.53,572,4,0,0,0,0,0,0
24.98,862,6,1,0,0,0,0,0
33.56,1763,6,0,0,0,0,0,0
98.0,1264,3,2,0,0,1,0,0
148.2,435,3,1,1,0,1,0,0
204.58,212,1,0,0,0,0,0,0
320.42,1424,5,0,0,0,0,0,0
62.34,1634,1,1,0,0,1,1,0
220.0,526,2,1,1,0,0,1,0
47.36,1754,4,0,0,0,1,0,0
164.37,468,6,0,2,0,0,0,0
82.06,1194,2,0,0,0,0,0,0
104.13,1843,4,0,0,0,1,0,0
101.85,792,4,0,0,0,0,0,0
13.4,875,3,1,0,0,0,0,0
21.67,210,1,2,1,0,0,0,0
73.89,256,5,1,2,0,0,0,1
12.34,1707,3,1,2,0,1,0,0
153.12,73,2,1,1,0,0,0,0
159.42,147,1,1,0,0,1,0,0
92.5,1364,2,0,1,0,1,1,1
21.73,317,1,2,1,0,0,0,0
265.11,1642,1,0,1,0,0,1,0
511.43,606,6,0,0,0,0,0,0
77.25,575,2,0,0,1,0,0,1
111.11,1178,3,0,0,0,0,0,0
81.59,1279,4,1,1,0,0,0,0
113.34,1375,7,3,1,0,0,0,0
59.17,547,2,1,0,0,0,0,0
64.42,835,3,0,0,1,0,0,0
164.96,312,4,1,1,0,0,0,0
696.19,808,6,1,0,0,0,2,0
16.44,765,3,2,0,0,0,0,0
60.11,1693,4,1,2,0,0,0,0
20.48,134,5,1,0,0,0,0,0
327.68,948,5,2,0,0,0,0,0
37.05,1153,5,0,2,0,0,0,1
15.75,436,4,1,0,0,0,0,0
126.24,1304,2,0,0,0,1,0,0
381.58,358,3,0,0,0,0,0,1
129.49,930,3,1,2,0,0,0,0
81.84,883,7,0,0,0,0,2,0
100.4,252,3,0,0,0,0,0,0
274.47,135,4,1,1,1,0,0,0
27.82,1867,5,1,2,0,0,1,1
59.63,523,3,0,1,0,0,0,0
42.41,804,3,1,1,0,1,0,0
20.74,660,3,0,0,0,1,0,0
48.02,319,1,0,0,0,0,0,0
201.89,80,3,1,0,0,0,1,1
117.52,1215,8,1,1,0,0,0,0
